Cm,Ch,Bm,Bh,T,sR,sG,sB
0.001,1,0.0277778,0.333333,0.21,150.983,122.524,133.677
0.001,1,0.0277778,0.333333,0.09,131.31,96.083,105.25
0.001,1,0.0277778,0.5,0.05,114.665,82.312,90.646
0.001,1,0.0277778,0.5,0.21,146.176,123.745,134.295
0.001,1,0.0277778,0.166667,0.17,152.653,113.948,126.174
0.001,1,0.0277778,0.666667,0.01,90.698,51.43,56.703
0.001,1,0.0277778,0.166667,0.13,147.64,106.27,116.971
0.001,1,0.0277778,0,0.25,175.325,127.933,140.336
0.001,1,0.0277778,0.833333,0.01,85.874,51.459,58.924
0.001,1,0.0277778,0.666667,0.05,110.089,81.051,90.527
0.001,1,0.0277778,0.333333,0.25,156.515,129.3,140.583
0.001,1,0.0277778,0.833333,0.05,106.255,81.664,90.896
0.001,1,0.0277778,0.666667,0.09,121.987,97.318,107.733
0.001,1,0.0277778,1,0.01,81.596,51.846,60.408
0.001,1,0.0277778,0.166667,0.25,162.609,128.623,140.532
0.001,1,0.0277778,0.666667,0.17,138.272,115.958,127.604
0.001,1,0.0277778,0.833333,0.09,119.754,97.379,107.907
0.001,1,0.0277778,0.5,0.25,151.726,129.964,141.389
0.001,1,0.0277778,0.666667,0.21,142.917,123.727,135.092
0.001,1,0.0277778,0.5,0.17,141.65,115.94,126.998
0.001,1,0.0277778,0.833333,0.13,128.284,108.318,118.592
0.001,1,0.0277778,0.666667,0.13,131.444,108.131,118.495
0.001,1,0.0277778,0.833333,0.21,141.705,123.92,135.439
0.001,1,0.0277778,0.666667,0.25,149.325,130.049,141.423
0.001,1,0.0277778,1,0.13,126.424,108.185,119.403
0.001,1,0.0277778,1,0.05,103.645,81.545,92.622
0.001,1,0.0277778,1,0.17,134.453,116.247,128.804
0.001,1,0.0277778,0.833333,0.25,147.645,130.06,141.745
0.001,1,0.0277778,1,0.21,139.791,124.174,135.6
0.001,1,0.0277778,0.833333,0.17,135.676,115.897,127.587
0.001,1,0.0277778,1,0.09,117.46,97.384,109.073
0.001,1,0.111111,0.166667,0.01,118.364,48.053,53.762
0.001,1,0.111111,0,0.01,140.832,44.748,53.381
0.001,1,0.0277778,1,0.25,146.911,130.013,142.147
0.001,1,0.111111,0.166667,0.05,130.963,80.002,89.125
0.001,1,0.111111,0.5,0.05,114.529,80.813,90.042
0.001,1,0.111111,0.333333,0.05,121.093,80.659,89.928
0.001,1,0.111111,0.333333,0.09,131.796,96.922,106.72
0.001,1,0.111111,0.333333,0.01,105.776,50.02,54.901
0.001,1,0.111111,0.666667,0.01,90.566,51.408,56.765
0.001,1,0.111111,0.166667,0.17,153.708,115.351,126.362
0.001,1,0.111111,0,0.13,162.821,105.636,116.606
0.001,1,0.111111,0.5,0.01,97.467,50.925,55.612
0.001,1,0.111111,0,0.05,151.093,77.547,88.664
0.001,1,0.111111,0,0.09,157.742,94.394,105.646
0.001,1,0.111111,0.5,0.13,134.371,108.004,117.699
0.001,1,0.111111,0.333333,0.17,146.408,116.041,126.6
0.001,1,0.111111,0.166667,0.09,140.242,96.594,106.208
0.001,1,0.111111,0.5,0.09,126.168,97.24,107.724
0.001,1,0.111111,0.166667,0.13,147.72,106.81,117.026
0.001,1,0.111111,0.333333,0.13,139.714,107.537,117.061
0.001,1,0.111111,0.666667,0.05,110.132,81.027,90.428
0.001,1,0.111111,0.166667,0.25,162.757,129.543,141.057
0.001,1,0.111111,0,0.17,167.194,113.905,126.359
0.001,1,0.111111,0.5,0.25,151.844,129.914,141.416
0.001,1,0.111111,0.333333,0.25,155.964,129.894,141.09
0.001,1,0.111111,0,0.21,171.774,121.638,133.206
0.001,1,0.111111,0.166667,0.21,157.93,122.843,133.856
0.001,1,0.111111,0.666667,0.09,121.893,97.391,107.696
0.001,1,0.111111,0.333333,0.21,151.442,123.362,133.943
0.001,1,0.111111,0.5,0.21,146.115,123.551,134.767
0.001,1,0.111111,0,0.25,175.682,128.277,140.843
0.001,1,0.111111,0.666667,0.13,131.056,108.316,118.435
0.001,1,0.111111,0.5,0.17,141.606,115.941,127.192
0.001,1,0.111111,0.666667,0.17,137.507,115.878,127.453
0.001,1,0.111111,0.833333,0.01,85.076,51.056,57.412
0.001,1,0.111111,0.833333,0.05,105.802,82.012,91.391
0.001,1,0.111111,0.666667,0.25,149.216,129.751,141.261
0.001,1,0.111111,1,0.01,81.716,51.237,59.272
0.001,1,0.111111,0.666667,0.21,143.789,123.128,135.02
0.001,1,0.111111,0.833333,0.09,119.323,97.067,107.953
0.001,1,0.111111,0.833333,0.17,136.056,115.792,127.907
0.001,1,0.111111,1,0.13,125.172,108.052,119.014
0.001,1,0.111111,1,0.05,102.266,82.28,93.472
0.001,1,0.111111,0.833333,0.21,141.944,123.278,135.49
0.001,1,0.111111,0.833333,0.13,128.454,108.172,118.392
0.001,1,0.111111,1,0.17,133.859,115.81,128.392
0.001,1,0.111111,0.833333,0.25,147.184,130.004,141.582
0.001,1,0.111111,1,0.09,116.568,97.342,108.382
0.001,1,0.111111,1,0.25,146.347,129.763,142.15
0.001,1,0.111111,1,0.21,139.982,123.721,135.688
0.001,1,0.25,0.333333,0.05,120.566,81.141,90.112
0.001,1,0.25,0.333333,0.01,105.221,50.008,54.757
0.001,1,0.25,0.333333,0.09,131.821,96.186,106.94
0.001,1,0.25,0.166667,0.01,118.197,48.124,53.996
0.001,1,0.25,0.5,0.01,96.094,50.224,55.449
0.001,1,0.25,0.166667,0.05,131.815,79.855,89.569
0.001,1,0.25,0.166667,0.17,153.045,115.033,126.637
0.001,1,0.25,0,0.13,162.147,105.433,115.831
0.001,1,0.25,0.5,0.05,114.384,81.397,90.455
0.001,1,0.25,0,0.01,140.087,44.412,53.14
0.001,1,0.25,0.166667,0.25,161.812,129.197,140.314
0.001,1,0.25,0.166667,0.09,141.051,95.635,106.359
0.001,1,0.25,0,0.21,171.292,121.699,133.965
0.001,1,0.25,0.666667,0.01,90.204,50.889,56.375
0.001,1,0.25,0.5,0.09,126.127,96.676,106.875
0.001,1,0.25,0,0.05,150.449,77.972,88.891
0.001,1,0.25,0.333333,0.17,144.751,115.406,126.894
0.001,1,0.25,0.333333,0.13,139.03,107.104,117.133
0.001,1,0.25,0.166667,0.13,147.23,106.649,116.306
0.001,1,0.25,0.5,0.17,140.65,115.169,127.243
0.001,1,0.25,0,0.25,175.173,127.62,139.915
0.001,1,0.25,0.166667,0.21,156.836,122.793,133.827
0.001,1,0.25,0,0.09,157.074,93.923,106.049
0.001,1,0.25,0.5,0.13,132.757,107.861,117.591
0.001,1,0.25,0.666667,0.09,122.435,97.091,107.45
0.001,1,0.25,0.666667,0.05,109.656,81.919,90.996
0.001,1,0.25,0,0.17,166.474,113.469,125.874
0.001,1,0.25,0.5,0.25,151.608,129.643,140.875
0.001,1,0.25,0.333333,0.21,149.359,123.046,134.365
0.001,1,0.25,0.5,0.21,145.341,123.232,134.377
0.001,1,0.25,0.333333,0.25,155.29,129.64,140.535
0.001,1,0.25,1,0.01,81.719,51.241,59.26
0.001,1,0.25,0.666667,0.17,137.185,115.492,127.293
0.001,1,0.25,0.833333,0.01,85.08,51.051,57.443
0.001,1,0.25,0.666667,0.13,130.234,107.874,117.577
0.001,1,0.25,0.833333,0.05,105.97,81.968,91.377
0.001,1,0.25,1,0.09,116.494,97.334,108.296
0.001,1,0.25,0.666667,0.25,149.162,129.62,141.071
0.001,1,0.25,1,0.17,133.982,115.541,128.241
0.001,1,0.25,0.833333,0.09,119.246,97.007,107.773
0.001,1,0.25,1,0.05,102.212,82.202,93.489
0.001,1,0.25,0.833333,0.13,128.238,108.17,118.404
0.001,1,0.25,0.833333,0.21,141.309,123.198,135.413
0.001,1,0.25,0.833333,0.17,135.663,115.827,127.84
0.001,1,0.25,1,0.13,124.385,108.005,118.972
0.001,1,0.25,1,0.25,144.974,130.082,142.01
0.001,1,0.25,0.666667,0.21,143.256,123.131,135.141
0.001,1,0.25,0.833333,0.25,147.177,129.954,141.485
0.001,1,0.25,1,0.21,139.346,123.942,135.607
0.001,1,0.444444,0.166667,0.01,117.609,47.772,54.14
0.001,1,0.444444,0,0.01,140.337,44.303,53.127
0.001,1,0.444444,0.333333,0.01,104.697,49.171,55.271
0.001,1,0.444444,0,0.09,157.673,93.643,105.932
0.001,1,0.444444,0.333333,0.05,121.447,82.505,90.592
0.001,1,0.444444,0,0.13,163.234,105.371,115.64
0.001,1,0.444444,0.5,0.01,95.935,49.544,56.255
0.001,1,0.444444,0.166667,0.05,132.364,81.824,90.007
0.001,1,0.444444,0.166667,0.13,147.274,106.844,117.298
0.001,1,0.444444,0,0.05,151.585,78.058,88.734
0.001,1,0.444444,0.666667,0.01,90.268,50.228,56.962
0.001,1,0.444444,0.166667,0.09,140.53,96.379,106.45
0.001,1,0.444444,0.333333,0.17,145.482,116.089,126.679
0.001,1,0.444444,0.5,0.13,133.945,107.383,118.181
0.001,1,0.444444,0.333333,0.09,131.443,97.032,106.741
0.001,1,0.444444,0.333333,0.21,150.099,122.481,133.919
0.001,1,0.444444,0.5,0.17,140.382,116.05,126.615
0.001,1,0.444444,0.333333,0.25,156.472,129.393,139.978
0.001,1,0.444444,0.166667,0.17,152.863,115.501,126.277
0.001,1,0.444444,0,0.17,167.577,114.588,125.365
0.001,1,0.444444,0.5,0.05,114.921,82.812,90.756
0.001,1,0.444444,0.333333,0.13,138.541,107.26,117.714
0.001,1,0.444444,0.666667,0.05,110.272,82.75,91.344
0.001,1,0.444444,0,0.21,172.002,121.549,133.328
0.001,1,0.444444,0.5,0.09,126.111,97.588,107
0.001,1,0.444444,0.5,0.21,145.479,122.87,134.217
0.001,1,0.444444,0.166667,0.21,157.153,122.355,133.816
0.001,1,0.444444,0.5,0.25,151.527,129.543,139.964
0.001,1,0.444444,0.833333,0.01,84.685,50.749,58.519
0.001,1,0.444444,0,0.25,175.019,127.774,139.374
0.001,1,0.444444,0.166667,0.25,162.557,128.985,139.958
0.001,1,0.444444,0.666667,0.09,121.88,97.693,107.307
0.001,1,0.444444,0.833333,0.05,106.507,83.193,92.165
0.001,1,0.444444,0.666667,0.17,136.957,116.217,126.927
0.001,1,0.444444,1,0.01,80.979,51.032,59.922
0.001,1,0.444444,0.666667,0.21,142.812,122.908,134.62
0.001,1,0.444444,0.666667,0.13,130.7,107.789,118.907
0.001,1,0.444444,0.833333,0.09,118.803,97.787,107.59
0.001,1,0.444444,0.666667,0.25,148.361,129.491,140.76
0.001,1,0.444444,0.833333,0.13,128.259,108.036,118.715
0.001,1,0.444444,1,0.09,116.433,97.384,107.982
0.001,1,0.444444,1,0.13,125.581,107.949,119.803
0.001,1,0.444444,0.833333,0.21,141.108,123.118,134.861
0.001,1,0.444444,1,0.05,103.584,83.264,93.253
0.001,1,0.444444,1,0.21,139.665,123.401,134.959
0.001,1,0.444444,0.833333,0.17,134.667,116.219,127.382
0.001,1,0.444444,1,0.25,145.126,129.546,141.136
0.001,1,0.444444,0.833333,0.25,147.262,129.389,140.763
0.001,1,0.694444,0,0.01,140.144,43.588,53.343
0.001,1,0.444444,1,0.17,133.015,116.314,128.042
0.001,1,0.694444,0.166667,0.05,132.137,81.671,90.138
0.001,1,0.694444,0.333333,0.05,121.22,82.465,90.42
0.001,1,0.694444,0.5,0.01,96.284,49.982,56.216
0.001,1,0.694444,0.166667,0.13,147.056,106.708,117.151
0.001,1,0.694444,0.166667,0.17,152.535,115.202,126.336
0.001,1,0.694444,0.5,0.05,114.553,81.152,90.884
0.001,1,0.694444,0.333333,0.09,130.818,96.902,106.601
0.001,1,0.694444,0.333333,0.01,104.377,49.215,55.239
0.001,1,0.694444,0.333333,0.13,139.049,107.469,117.51
0.001,1,0.694444,0.166667,0.01,117.669,47.685,54.407
0.001,1,0.694444,0.5,0.09,124.784,96.854,106.969
0.001,1,0.694444,0.333333,0.17,143.962,117.055,126.708
0.001,1,0.694444,0.5,0.13,134.233,107.899,118.27
0.001,1,0.694444,0,0.05,151.351,79.351,89.603
0.001,1,0.694444,0.166667,0.09,140.487,96.37,106.378
0.001,1,0.694444,0.333333,0.25,155.154,129.024,139.536
0.001,1,0.694444,0.666667,0.05,109.782,81.501,91.176
0.001,1,0.694444,0.5,0.17,140.095,116.933,127.373
0.001,1,0.694444,0.666667,0.01,90.269,51.884,54.862
0.001,1,0.694444,0,0.17,167.321,114.306,125.893
0.001,1,0.694444,0.166667,0.21,157.577,122.429,133.608
0.001,1,0.694444,0.333333,0.21,150.261,123.608,133.738
0.001,1,0.694444,0,0.21,171.733,121.312,133.155
0.001,1,0.694444,0.833333,0.01,84.659,52.127,57.228
0.001,1,0.694444,0,0.25,175.006,127.469,139.364
0.001,1,0.694444,0.5,0.25,150.976,129.158,138.848
0.001,1,0.694444,0,0.09,156.572,94.677,106.151
0.001,1,0.694444,0,0.13,162.661,105.187,117.063
0.001,1,0.694444,0.666667,0.13,130.759,107.911,118.585
0.001,1,0.694444,0.833333,0.05,105.974,81.635,91.614
0.001,1,0.694444,0.166667,0.25,161.927,128.941,139.771
0.001,1,0.694444,0.5,0.21,145.962,124.068,133.499
0.001,1,0.694444,0.833333,0.09,118.593,97.092,107.356
0.001,1,0.694444,0.666667,0.21,143.55,124.188,133.528
0.001,1,0.694444,0.833333,0.13,127.676,107.934,118.783
0.001,1,0.694444,1,0.05,103.291,82.01,92.667
0.001,1,0.694444,0.666667,0.09,121.098,97.017,107.7
0.001,1,0.694444,0.666667,0.25,148.568,129.682,139.123
0.001,1,0.694444,0.833333,0.17,135.016,116.737,127.639
0.001,1,0.694444,1,0.09,116.309,96.878,108.337
0.001,1,0.694444,1,0.01,81.039,52.366,59.438
0.001,1,0.694444,1,0.13,126.319,107.775,119.592
0.001,1,0.694444,0.833333,0.25,146.339,129.332,139.654
0.001,1,0.694444,0.666667,0.17,136.894,116.773,127.359
0.001,1,0.694444,0.833333,0.21,141.254,124.401,133.227
0.001,1,0.694444,1,0.25,145.494,129.74,140.438
0.001,1,1,0.166667,0.01,117.819,48.546,53.343
0.001,1,1,0,0.01,140.498,44.676,52.216
0.001,1,0.694444,1,0.21,140.277,124.252,134.218
0.001,1,0.694444,1,0.17,132.885,116.691,127.999
0.001,1,1,0.166667,0.09,139.751,95.263,106.145
0.001,1,1,0,0.05,150.576,77.677,88.529
0.001,1,1,0.5,0.01,96.164,51.173,54.614
0.001,1,1,0.333333,0.09,130.528,96.444,106.179
0.001,1,1,0.5,0.05,114.185,81.101,90.378
0.001,1,1,0.333333,0.13,138.561,107.567,117.944
0.001,1,1,0.5,0.09,124.718,96.76,106.954
0.001,1,1,0.166667,0.21,157.47,122.954,133.327
0.001,1,1,0.333333,0.01,105.154,50.51,53.633
0.001,1,1,0.333333,0.05,121.232,80.777,90.075
0.001,1,1,0.333333,0.17,143.76,116.697,126.819
0.001,1,1,0.166667,0.25,162.28,128.654,139.134
0.001,1,1,0.166667,0.05,131.026,80.008,89.04
0.001,1,1,0.333333,0.21,149.993,123.524,133.008
0.001,1,1,0.5,0.17,139.854,116.77,127.079
0.001,1,1,0,0.09,157.17,93.078,105.209
0.001,1,1,0.166667,0.13,146.829,107.134,117.795
0.001,1,1,0.5,0.21,145.487,123.82,133.414
0.001,1,1,0.666667,0.05,108.975,81.45,91.122
0.001,1,1,0.666667,0.01,89.817,51.751,54.888
0.001,1,1,0,0.13,162.661,105.458,117.239
0.001,1,1,0.166667,0.17,152.085,115.934,126.403
0.001,1,1,0.5,0.13,134.181,107.674,118.171
0.001,1,1,0.833333,0.01,85.584,51.98,58.505
0.001,1,1,0.666667,0.09,120.885,96.037,106.289
0.001,1,1,0.333333,0.25,155.016,128.859,138.886
0.001,1,1,0,0.17,166.677,114.489,125.899
0.001,1,1,0,0.25,175.208,126.834,138.653
0.001,1,1,0,0.21,170.965,121.736,132.656
0.001,1,1,0.666667,0.13,129.757,106.603,117.865
0.001,1,1,0.833333,0.05,105.946,81.692,91.998
0.001,1,1,0.833333,0.09,117.896,96.453,107.377
0.001,1,1,0.5,0.25,151.08,128.948,138.769
0.001,1,1,0.833333,0.13,126.933,106.779,118.439
0.001,1,1,0.666667,0.25,148.786,128.754,139.648
0.001,1,1,0.833333,0.17,134.417,116.005,127.391
0.001,1,1,1,0.01,80.837,52.244,60.907
0.001,1,1,1,0.09,115.259,96.223,108.6
0.001,1,1,1,0.13,124.681,106.961,119.407
0.001,1,1,0.833333,0.21,141.685,122.592,133.761
0.001,1,1,1,0.05,103.135,82.211,92.824
0.001,1,1,0.666667,0.17,136.606,116.129,127.024
0.001,1,1,0.666667,0.21,143.232,122.471,133.476
0.001,1,1,0.833333,0.25,147.343,129.045,139.68
0.001,1,1,1,0.21,139.052,122.781,134.872
0.001,1,1,1,0.25,145.015,128.815,140.408
0.001,1,1,1,0.17,133.239,115.939,127.96
0.015625,0.001,0,0,0.13,247.588,205.86,168.601
0.015625,0.001,0,0,0.09,249.261,208.889,173.373
0.015625,0.001,0,0.166667,0.05,251.363,212.203,179.32
0.015625,0.001,0,0.166667,0.09,249.306,208.812,173.055
0.015625,0.001,0,0.333333,0.05,251.117,212.144,179.047
0.015625,0.001,0,0.333333,0.01,253.724,216.853,187.677
0.015625,0.001,0,0.333333,0.09,249.018,208.721,172.978
0.015625,0.001,0,0.333333,0.17,245.76,203.159,163.912
0.015625,0.001,0,0.333333,0.25,243.153,198.67,157.411
0.015625,0.001,0,0.333333,0.21,244.44,200.945,160.428
0.015625,0.001,0,0.5,0.13,247.289,205.631,167.93
0.015625,0.001,0,0.5,0.09,248.887,208.636,172.552
0.015625,0.001,0,0.5,0.05,250.965,212.092,178.841
0.015625,0.001,0,0,0.17,245.908,203.319,164.158
0.015625,0.001,0,0,0.01,253.956,217.083,188.292
0.015625,0.001,0,0,0.21,244.598,201.031,160.93
0.015625,0.001,0,0.666667,0.05,251.021,212.133,178.511
0.015625,0.001,0,0.666667,0.01,253.495,216.855,187.229
0.015625,0.001,0,0.666667,0.09,248.948,208.477,172.513
0.015625,0.001,0,0,0.05,251.389,212.235,179.613
0.015625,0.001,0,0.166667,0.25,243.252,198.752,157.481
0.015625,0.001,0,0,0.25,243.335,198.768,157.647
0.015625,0.001,0,0.166667,0.21,244.532,200.969,160.75
0.015625,0.001,0,0.166667,0.01,253.796,216.924,187.974
0.015625,0.001,0,0.166667,0.13,247.406,205.738,168.388
0.015625,0.001,0,0.166667,0.17,245.924,203.246,163.91
0.015625,0.001,0,0.5,0.17,245.773,203.208,163.633
0.015625,0.001,0,0.5,0.01,253.572,216.895,187.389
0.015625,0.001,0,0.333333,0.13,247.379,205.764,168.173
0.015625,0.001,0,0.5,0.21,244.404,200.703,160.482
0.015625,0.001,0,0.5,0.25,243.189,198.548,157.286
0.015625,0.001,0,0.666667,0.13,247.298,205.598,167.615
0.015625,0.001,0,0.666667,0.21,244.311,200.538,160.29
0.015625,0.001,0,0.666667,0.17,245.828,202.894,163.691
0.015625,0.001,0,0.666667,0.25,243.08,198.451,157.742
0.015625,0.001,0,0.833333,0.01,253.338,216.782,186.941
0.015625,0.001,0,0.833333,0.13,247.014,205.454,167.656
0.015625,0.001,0,0.833333,0.09,248.778,208.28,172.453
0.015625,0.001,0,0.833333,0.05,250.781,211.891,178.318
0.015625,0.001,0,0.833333,0.21,244.277,200.426,160.2
0.015625,0.001,0,0.833333,0.17,245.567,202.832,163.575
0.015625,0.001,0,0.833333,0.25,242.928,198.481,157.618
0.015625,0.001,0,1,0.05,250.62,211.779,178.289
0.015625,0.001,0,1,0.09,248.633,208.18,172.411
0.015625,0.001,0,1,0.01,253.075,216.583,186.805
0.015625,0.001,0,1,0.25,242.83,198.267,157.386
0.015625,0.001,0.0277778,0,0.05,250.761,212.024,179.422
0.015625,0.001,0.0277778,0,0.01,253.636,216.906,188.438
0.015625,0.001,0,1,0.17,245.586,202.754,163.47
0.015625,0.001,0,1,0.13,247.096,205.291,167.677
0.015625,0.001,0,1,0.21,244.227,200.335,160.346
0.015625,0.001,0.0277778,0,0.13,247.046,205.389,168.357
0.015625,0.001,0.0277778,0,0.21,243.878,200.319,160.713
0.015625,0.001,0.0277778,0,0.09,248.792,208.38,173.481
0.015625,0.001,0.0277778,0,0.17,245.244,202.832,164.356
0.015625,0.001,0.0277778,0.166667,0.01,253.506,216.815,188.004
0.015625,0.001,0.0277778,0,0.25,242.47,198.038,157.711
0.015625,0.001,0.0277778,0.166667,0.05,250.728,211.87,179.164
0.015625,0.001,0.0277778,0.166667,0.09,248.636,208.359,172.843
0.015625,0.001,0.0277778,0.166667,0.13,246.905,205.29,167.924
0.015625,0.001,0.0277778,0.166667,0.21,243.842,200.218,160.431
0.015625,0.001,0.0277778,0.166667,0.17,245.23,202.797,163.799
0.015625,0.001,0.0277778,0.333333,0.05,250.707,211.741,178.765
0.015625,0.001,0.0277778,0.333333,0.09,248.661,208.231,172.68
0.015625,0.001,0.0277778,0.333333,0.13,247.154,205.106,167.71
0.015625,0.001,0.0277778,0.166667,0.25,242.352,198.08,157.316
0.015625,0.001,0.0277778,0.333333,0.01,253.329,216.743,187.658
0.015625,0.001,0.0277778,0.333333,0.17,245.497,202.657,163.768
0.015625,0.001,0.0277778,0.333333,0.21,243.998,200.189,160.252
0.015625,0.001,0.0277778,0.333333,0.25,242.593,197.901,157.177
0.015625,0.001,0.0277778,0.5,0.01,253.853,216.576,187.331
0.015625,0.001,0.0277778,0.5,0.05,251.237,211.62,178.65
0.015625,0.001,0.0277778,0.5,0.13,247.213,205.1,167.511
0.015625,0.001,0.0277778,0.5,0.09,249.066,208.191,172.505
0.015625,0.001,0.0277778,0.5,0.21,243.977,200.193,160.255
0.015625,0.001,0.0277778,0.5,0.17,245.485,202.658,163.428
0.015625,0.001,0.0277778,0.5,0.25,242.517,197.979,156.881
0.015625,0.001,0.0277778,0.666667,0.01,253.677,216.518,187.04
0.015625,0.001,0.0277778,0.666667,0.09,248.734,208.25,172.238
0.015625,0.001,0.0277778,0.666667,0.05,250.905,211.899,178.469
0.015625,0.001,0.0277778,0.666667,0.13,247.118,205.216,167.559
0.015625,0.001,0.0277778,0.666667,0.17,245.437,202.425,163.443
0.015625,0.001,0.0277778,0.666667,0.21,243.877,200.185,160.138
0.015625,0.001,0.0277778,0.666667,0.25,242.483,197.901,157.107
0.015625,0.001,0.0277778,1,0.13,246.772,205.087,167.293
0.015625,0.001,0.0277778,1,0.21,243.482,199.994,159.909
0.015625,0.001,0.111111,0,0.09,247.547,207.448,172.803
0.015625,0.001,0.111111,0,0.05,249.855,211.296,178.883
0.015625,0.001,0.0277778,0.833333,0.01,253.522,216.547,187.093
0.015625,0.001,0.111111,0,0.13,245.458,204.346,167.536
0.015625,0.001,0.0277778,1,0.17,245.018,202.461,163.302
0.015625,0.001,0.0277778,0.833333,0.05,250.746,211.854,178.072
0.015625,0.001,0.0277778,0.833333,0.25,242.197,197.784,156.971
0.015625,0.001,0.111111,0,0.25,240.69,196.777,156.834
0.015625,0.001,0.111111,0,0.17,243.747,201.525,163.209
0.015625,0.001,0.0277778,0.833333,0.13,246.794,205.14,167.405
0.015625,0.001,0.0277778,0.833333,0.09,248.538,208.091,172.265
0.015625,0.001,0.0277778,0.833333,0.21,243.503,200.096,159.963
0.015625,0.001,0.111111,0,0.21,242.182,198.887,159.999
0.015625,0.001,0.111111,0.166667,0.05,249.695,211.146,178.675
0.015625,0.001,0.0277778,0.833333,0.17,245.125,202.453,163.32
0.015625,0.001,0.0277778,1,0.01,253.038,216.495,186.984
0.015625,0.001,0.111111,0.166667,0.01,252.775,216.222,188.023
0.015625,0.001,0.0277778,1,0.09,248.25,208.004,172.178
0.015625,0.001,0.111111,0.166667,0.09,247.27,207.308,172.227
0.015625,0.001,0.111111,0.166667,0.21,242.034,198.941,159.711
0.015625,0.001,0.111111,0.166667,0.13,245.394,204.237,167.277
0.015625,0.001,0.111111,0.166667,0.17,243.636,201.493,163.057
0.015625,0.001,0.0277778,1,0.05,250.286,211.765,178.048
0.015625,0.001,0.111111,0,0.01,252.896,216.277,188.339
0.015625,0.001,0.111111,0.166667,0.25,240.694,196.677,156.541
0.015625,0.001,0.0277778,1,0.25,242.189,197.756,156.876
0.015625,0.001,0.111111,0.333333,0.17,243.442,201.398,163.017
0.015625,0.001,0.111111,0.333333,0.25,240.445,196.588,156.358
0.015625,0.001,0.111111,0.5,0.01,252.486,216.093,187.245
0.015625,0.001,0.111111,0.5,0.09,247.283,207.255,172.122
0.015625,0.001,0.111111,0.333333,0.21,241.864,198.801,159.501
0.015625,0.001,0.111111,0.5,0.25,240.2,196.485,156.393
0.015625,0.001,0.111111,0.5,0.13,245.126,204.074,167.072
0.015625,0.001,0.111111,0.666667,0.21,241.756,198.714,159.2
0.015625,0.001,0.111111,0.666667,0.01,252.359,215.987,186.921
0.015625,0.001,0.111111,0.666667,0.17,243.49,201.149,162.803
0.015625,0.001,0.111111,0.333333,0.09,247.342,207.315,172.403
0.015625,0.001,0.111111,0.333333,0.05,249.812,210.998,178.656
0.015625,0.001,0.111111,0.333333,0.01,252.76,216.21,187.671
0.015625,0.001,0.111111,0.333333,0.13,245.236,204.119,167.585
0.015625,0.001,0.111111,0.833333,0.17,243.315,201.061,162.926
0.015625,0.001,0.111111,0.833333,0.25,240.043,196.311,156.528
0.015625,0.001,0.111111,0.833333,0.13,244.965,203.739,166.818
0.015625,0.001,0.111111,0.833333,0.05,249.355,210.68,177.964
0.015625,0.001,0.111111,0.833333,0.21,241.771,198.527,159.23
0.015625,0.001,0.111111,1,0.09,246.946,206.809,171.68
0.015625,0.001,0.111111,0.5,0.21,241.868,198.728,159.441
0.015625,0.001,0.111111,0.5,0.05,249.458,210.873,178.385
0.015625,0.001,0.111111,0.5,0.17,243.543,201.228,162.924
0.015625,0.001,0.111111,0.666667,0.05,249.46,210.779,178.233
0.015625,0.001,0.111111,0.666667,0.13,245.107,203.799,166.969
0.015625,0.001,0.111111,0.666667,0.09,247.12,206.983,172.012
0.015625,0.001,0.111111,0.666667,0.25,240.137,196.396,156.233
0.015625,0.001,0.111111,0.833333,0.01,252.274,215.892,186.634
0.015625,0.001,0.111111,0.833333,0.09,247.108,206.879,171.605
0.015625,0.001,0.111111,1,0.05,249.256,210.611,177.444
0.015625,0.001,0.111111,1,0.01,252.186,215.798,186.287
0.015625,0.001,0.111111,1,0.13,244.826,203.72,166.779
0.015625,0.001,0.111111,1,0.17,243.353,201.009,162.603
0.015625,0.001,0.111111,1,0.21,241.457,198.405,159.035
0.015625,0.001,0.111111,1,0.25,240.016,196.316,156.141
0.015625,0.001,0.25,0,0.09,245.424,205.575,171.659
0.015625,0.001,0.25,0,0.01,251.727,215.274,187.683
0.015625,0.001,0.25,0,0.21,239.223,196.295,158.318
0.015625,0.001,0.25,0,0.17,240.967,199.155,162.231
0.015625,0.001,0.25,0,0.05,248.153,209.766,178.268
0.015625,0.001,0.25,0,0.13,243.107,202.128,166.509
0.015625,0.001,0.25,0.166667,0.17,240.936,198.998,161.773
0.015625,0.001,0.25,0,0.25,237.348,194.023,155.322
0.015625,0.001,0.25,0.166667,0.25,237.198,193.839,155.187
0.015625,0.001,0.25,0.166667,0.21,239.162,196.093,158.115
0.015625,0.001,0.25,0.333333,0.01,251.464,215.219,187.084
0.015625,0.001,0.25,0.333333,0.05,247.944,209.557,177.736
0.015625,0.001,0.25,0.333333,0.09,245.246,205.424,171.092
0.015625,0.001,0.25,0.166667,0.13,242.974,202.043,166.197
0.015625,0.001,0.25,0.166667,0.09,245.32,205.521,171.373
0.015625,0.001,0.25,0.166667,0.01,251.563,215.346,187.455
0.015625,0.001,0.25,0.166667,0.05,248.131,209.719,177.943
0.015625,0.001,0.25,0.333333,0.17,240.797,198.829,161.862
0.015625,0.001,0.25,0.333333,0.13,242.897,201.992,166.249
