Cm,Ch,Bm,Bh,T,sR,sG,sB
0.0115627,0.00280018,0.5,0.75,0.25,7.6224,5.53063,3.25622
0.0115627,0.00349187,0.5,0.75,0.25,7.48197,5.57283,3.09302
0.0115627,0.00221673,0.5,0.75,0.25,7.60657,5.74081,3.17171
0.0115627,0.00132752,0.5,0.75,0.25,7.82221,5.89232,3.32511
0.0115627,0.0106706,0.5,0.75,0.25,7.08556,4.73217,2.85858
0.0115627,0.014583,0.5,0.75,0.25,6.86284,4.438,2.75792
0.0115627,0.00904004,0.5,0.75,0.25,7.11306,4.8618,2.90298
0.0115627,0.001,0.5,0.75,0.25,7.66422,5.7556,3.18997
0.0115627,0.0255268,0.5,0.75,0.25,6.38594,3.97114,2.58158
0.0115627,0.0125124,0.5,0.75,0.25,7.00525,4.64536,2.76817
0.0115627,0.00172959,0.5,0.75,0.25,7.57754,5.89309,3.29929
0.0115627,0.0417114,0.5,0.75,0.25,5.98762,3.56984,2.35803
0.0115627,0.0467429,0.5,0.75,0.25,5.72204,3.39995,2.45468
0.0115627,0.00634605,0.5,0.75,0.25,7.17224,5.07333,3.07748
0.0115627,0.0370974,0.5,0.75,0.25,6.05327,3.68315,2.45924
0.0115627,0.0715445,0.5,0.75,0.25,5.25938,3.00963,2.29227
0.0115627,0.00760388,0.5,0.75,0.25,7.1255,5.00638,2.94959
0.0115627,0.00525113,0.5,0.75,0.25,7.39779,5.3589,3.00259
0.0115627,0.0290279,0.5,0.75,0.25,6.32692,3.8879,2.50389
0.0115627,0.0871198,0.5,0.75,0.25,4.96752,2.74376,2.1894
0.0115627,0.0223524,0.5,0.75,0.25,6.38656,4.0657,2.61031
0.0115627,0.0328773,0.5,0.75,0.25,6.18066,3.70855,2.52591
0.0115627,0.064591,0.5,0.75,0.25,5.35734,3.04171,2.24539
0.0115627,0.10511,0.5,0.75,0.25,4.68954,2.5852,2.05151
0.0115627,0.0957984,0.5,0.75,0.25,4.8501,2.60655,2.12178
0.0115627,0.0194837,0.5,0.75,0.25,6.59962,4.16762,2.77493
0.0115627,0.0581572,0.5,0.75,0.25,5.47888,3.2148,2.37964
0.0115627,0.0522165,0.5,0.75,0.25,5.78321,3.31432,2.30454
0.0115627,0.0169004,0.5,0.75,0.25,6.78542,4.30837,2.78154
0.0115627,0.149294,0.5,0.75,0.25,4.29359,2.16485,1.90947
0.0115627,0.125752,0.5,0.75,0.25,4.43182,2.36065,2.02837
0.0115627,0.137144,0.5,0.75,0.25,4.31958,2.21622,2.02735
0.0115627,0.162234,0.5,0.75,0.25,4.16888,2.03111,1.92286
0.0115627,0.0790447,0.5,0.75,0.25,5.1222,2.89458,2.30884
0.0115627,0.190618,0.5,0.75,0.25,3.87684,1.94416,1.79916
0.0115627,0.258387,0.5,0.75,0.25,3.52835,1.65726,1.70673
0.0115627,0.222573,0.5,0.75,0.25,3.71565,1.80029,1.75296
0.0115627,0.32,0.5,0.75,0.25,3.15988,1.44382,1.55318
0.0115627,0.277834,0.5,0.75,0.25,3.40249,1.5292,1.67983
0.0115627,0.206132,0.5,0.75,0.25,3.93051,1.89295,1.76244
0.0115627,0.175997,0.5,0.75,0.25,4.07224,2.02986,1.88794
0.0115627,0.115084,0.5,0.75,0.25,4.66738,2.53793,2.10686
0.0141537,0.001,0.5,0.75,0.25,7.18178,4.92415,2.50236
0.0141537,0.00221673,0.5,0.75,0.25,6.86829,4.73158,2.51712
0.0115627,0.298359,0.5,0.75,0.25,3.27575,1.483,1.65083
0.0141537,0.00172959,0.5,0.75,0.25,7.16539,4.82187,2.43108
0.0115627,0.23998,0.5,0.75,0.25,3.65689,1.66778,1.6947
0.0141537,0.0106706,0.5,0.75,0.25,6.36839,3.97044,2.13766
0.0141537,0.00132752,0.5,0.75,0.25,7.25387,4.82469,2.48803
0.0141537,0.00525113,0.5,0.75,0.25,6.77582,4.48908,2.38712
0.0141537,0.0125124,0.5,0.75,0.25,6.3643,3.86604,2.14617
0.0141537,0.00280018,0.5,0.75,0.25,7.05562,4.68818,2.37675
0.0141537,0.00430441,0.5,0.75,0.25,7.04141,4.54803,2.33529
0.0141537,0.00760388,0.5,0.75,0.25,6.5644,4.30497,2.24243
0.0141537,0.00634605,0.5,0.75,0.25,6.77335,4.28185,2.29888
0.0141537,0.0290279,0.5,0.75,0.25,5.8252,3.29501,1.95343
0.0141537,0.0255268,0.5,0.75,0.25,5.80519,3.3703,2.01649
0.0141537,0.0328773,0.5,0.75,0.25,5.70649,3.27584,1.9423
0.0141537,0.0370974,0.5,0.75,0.25,5.59924,3.07126,1.88795
0.0141537,0.00904004,0.5,0.75,0.25,6.45486,4.05853,2.23286
0.0141537,0.00349187,0.5,0.75,0.25,6.79704,4.52291,2.33503
0.0141537,0.0467429,0.5,0.75,0.25,5.25855,2.91138,1.95569
0.0141537,0.014583,0.5,0.75,0.25,6.30337,3.82123,2.12339
0.0141537,0.0223524,0.5,0.75,0.25,5.78913,3.41713,1.94427
0.0141537,0.0522165,0.5,0.75,0.25,5.0954,2.77391,1.79463
0.0141537,0.0169004,0.5,0.75,0.25,6.25242,3.55431,2.06784
0.0141537,0.0194837,0.5,0.75,0.25,6.06577,3.59411,1.9644
0.0141537,0.064591,0.5,0.75,0.25,4.83136,2.68102,1.77069
0.0141537,0.0715445,0.5,0.75,0.25,4.86609,2.54177,1.71024
0.0141537,0.0581572,0.5,0.75,0.25,5.0121,2.72915,1.77883
0.0141537,0.0790447,0.5,0.75,0.25,4.72974,2.46004,1.73775
0.0141537,0.115084,0.5,0.75,0.25,4.24692,2.10111,1.54202
0.0141537,0.10511,0.5,0.75,0.25,4.33275,2.10344,1.56005
0.0141537,0.137144,0.5,0.75,0.25,4.05762,1.82397,1.51645
0.0141537,0.0871198,0.5,0.75,0.25,4.55458,2.28894,1.62523
0.0141537,0.0417114,0.5,0.75,0.25,5.41777,3.02978,1.95423
0.0141537,0.162234,0.5,0.75,0.25,3.77765,1.72886,1.46384
0.0141537,0.125752,0.5,0.75,0.25,4.15911,1.99423,1.50026
0.0141537,0.0957984,0.5,0.75,0.25,4.46997,2.23759,1.58156
0.0141537,0.206132,0.5,0.75,0.25,3.54628,1.5652,1.30823
0.0141537,0.190618,0.5,0.75,0.25,3.53468,1.66813,1.36059
0.0141537,0.298359,0.5,0.75,0.25,2.82551,1.27053,1.16894
0.0141537,0.32,0.5,0.75,0.25,2.82891,1.19723,1.2232
0.0141537,0.175997,0.5,0.75,0.25,3.61021,1.7495,1.35936
0.0171055,0.00132752,0.5,0.75,0.25,6.09875,3.9451,1.72229
0.0141537,0.149294,0.5,0.75,0.25,3.82157,1.72212,1.42854
0.0171055,0.001,0.5,0.75,0.25,6.00154,4.04737,1.80725
0.0141537,0.23998,0.5,0.75,0.25,3.2407,1.42277,1.2773
0.0141537,0.258387,0.5,0.75,0.25,3.07814,1.36912,1.29011
0.0141537,0.277834,0.5,0.75,0.25,3.00115,1.26832,1.29976
0.0171055,0.00280018,0.5,0.75,0.25,5.77528,3.84339,1.69389
0.0171055,0.00525113,0.5,0.75,0.25,5.87319,3.66598,1.50349
0.0141537,0.222573,0.5,0.75,0.25,3.18274,1.45387,1.28339
0.0171055,0.014583,0.5,0.75,0.25,5.41664,3.1095,1.41627
0.0171055,0.00904004,0.5,0.75,0.25,5.58675,3.44163,1.40186
0.0171055,0.0106706,0.5,0.75,0.25,5.4276,3.21021,1.38125
0.0171055,0.0125124,0.5,0.75,0.25,5.4509,3.17856,1.34802
0.0171055,0.00172959,0.5,0.75,0.25,5.95197,3.89391,1.72373
0.0171055,0.0169004,0.5,0.75,0.25,5.24085,2.9451,1.36545
0.0171055,0.0194837,0.5,0.75,0.25,5.16263,2.93775,1.37222
0.0171055,0.0223524,0.5,0.75,0.25,5.08602,2.75346,1.2576
0.0171055,0.00221673,0.5,0.75,0.25,5.88438,3.99017,1.66503
0.0171055,0.00634605,0.5,0.75,0.25,5.70133,3.62065,1.5046
0.0171055,0.00349187,0.5,0.75,0.25,5.74665,3.73955,1.5334
0.0171055,0.00430441,0.5,0.75,0.25,5.71346,3.66421,1.57834
0.0171055,0.0328773,0.5,0.75,0.25,4.80117,2.50357,1.20875
0.0171055,0.00760388,0.5,0.75,0.25,5.66173,3.53521,1.4534
0.0171055,0.0467429,0.5,0.75,0.25,4.52145,2.16464,1.18794
0.0171055,0.0522165,0.5,0.75,0.25,4.46277,2.15079,1.07272
0.0171055,0.0255268,0.5,0.75,0.25,5.07828,2.71311,1.25016
0.0171055,0.064591,0.5,0.75,0.25,4.17329,1.97408,1.05349
0.0171055,0.0581572,0.5,0.75,0.25,4.44367,2.05095,1.11039
0.0171055,0.0370974,0.5,0.75,0.25,4.81792,2.36613,1.1774
0.0171055,0.0290279,0.5,0.75,0.25,4.99973,2.58507,1.25438
0.0171055,0.0790447,0.5,0.75,0.25,4.00952,1.80198,1.05487
0.0171055,0.0957984,0.5,0.75,0.25,3.92007,1.69551,1.03744
0.0171055,0.0417114,0.5,0.75,0.25,4.68062,2.31988,1.1361
0.0171055,0.149294,0.5,0.75,0.25,3.40428,1.39653,0.883286
0.0171055,0.0715445,0.5,0.75,0.25,4.27759,1.89068,1.03178
0.0171055,0.137144,0.5,0.75,0.25,3.54781,1.46539,0.859664
0.0171055,0.175997,0.5,0.75,0.25,3.20429,1.31442,0.863501
0.0171055,0.190618,0.5,0.75,0.25,3.03812,1.28782,0.875876
0.0171055,0.222573,0.5,0.75,0.25,2.91131,1.13679,0.790985
0.0171055,0.206132,0.5,0.75,0.25,2.97871,1.28964,0.834716
0.0171055,0.10511,0.5,0.75,0.25,3.70235,1.60409,1.00241
0.0171055,0.0871198,0.5,0.75,0.25,3.93807,1.72934,0.936486
0.0171055,0.277834,0.5,0.75,0.25,2.63556,0.984601,0.756938
0.0171055,0.258387,0.5,0.75,0.25,2.72042,1.10641,0.73425
0.0171055,0.125752,0.5,0.75,0.25,3.54585,1.54318,0.915406
0.0171055,0.115084,0.5,0.75,0.25,3.70762,1.56325,0.847956
0.0171055,0.298359,0.5,0.75,0.25,2.57347,0.969475,0.757616
0.0171055,0.162234,0.5,0.75,0.25,3.14168,1.37603,0.862628
0.0171055,0.23998,0.5,0.75,0.25,2.8079,1.09777,0.816816
0.0204416,0.00221673,0.5,0.75,0.25,5.35702,3.16046,0.929841
0.0171055,0.32,0.5,0.75,0.25,2.49155,0.91143,0.69988
0.0204416,0.00349187,0.5,0.75,0.25,5.23846,2.9946,0.955137
0.0204416,0.00430441,0.5,0.75,0.25,5.05072,2.95727,0.868157
0.0204416,0.001,0.5,0.75,0.25,5.46291,3.19537,0.880854
0.0204416,0.00634605,0.5,0.75,0.25,5.05177,2.77386,0.81172
0.0204416,0.00760388,0.5,0.75,0.25,5.06374,2.75506,0.788243
0.0204416,0.00132752,0.5,0.75,0.25,5.44633,3.16666,0.913934
0.0204416,0.00172959,0.5,0.75,0.25,5.29036,3.06092,0.91795
0.0204416,0.0125124,0.5,0.75,0.25,4.88642,2.4989,0.743579
0.0204416,0.00525113,0.5,0.75,0.25,5.15128,2.86533,0.834671
0.0204416,0.014583,0.5,0.75,0.25,4.92306,2.43522,0.781866
0.0204416,0.00280018,0.5,0.75,0.25,5.14167,3.07617,0.936305
0.0204416,0.0194837,0.5,0.75,0.25,4.71143,2.27975,0.743572
0.0204416,0.0255268,0.5,0.75,0.25,4.50716,2.15605,0.649337
0.0204416,0.0290279,0.5,0.75,0.25,4.31002,2.00027,0.689358
0.0204416,0.0370974,0.5,0.75,0.25,4.15824,1.81594,0.663643
0.0204416,0.0417114,0.5,0.75,0.25,4.12862,1.7525,0.673032
0.0204416,0.0328773,0.5,0.75,0.25,4.2971,1.82916,0.698908
0.0204416,0.00904004,0.5,0.75,0.25,5.05533,2.69639,0.848907
0.0204416,0.064591,0.5,0.75,0.25,3.6779,1.5501,0.573656
0.0204416,0.0581572,0.5,0.75,0.25,3.79001,1.57207,0.583815
0.0204416,0.0871198,0.5,0.75,0.25,3.46603,1.34873,0.531211
0.0204416,0.0106706,0.5,0.75,0.25,4.80417,2.56196,0.810811
0.0204416,0.0223524,0.5,0.75,0.25,4.64236,2.17452,0.743957
0.0204416,0.0169004,0.5,0.75,0.25,4.80095,2.33932,0.783142
0.0204416,0.0790447,0.5,0.75,0.25,3.64795,1.30631,0.547872
0.0204416,0.0467429,0.5,0.75,0.25,4.12335,1.70448,0.63925
0.0204416,0.0715445,0.5,0.75,0.25,3.65722,1.43529,0.562061
0.0204416,0.137144,0.5,0.75,0.25,3.11174,1.08015,0.450843
0.0204416,0.115084,0.5,0.75,0.25,3.33697,1.2067,0.449065
0.0204416,0.0957984,0.5,0.75,0.25,3.31968,1.28485,0.499059
0.0204416,0.149294,0.5,0.75,0.25,3.00255,1.02798,0.461755
0.0204416,0.0522165,0.5,0.75,0.25,4.04254,1.63045,0.630674
0.0204416,0.175997,0.5,0.75,0.25,2.80909,1.00356,0.429903
0.0204416,0.10511,0.5,0.75,0.25,3.37145,1.26885,0.479346
0.0204416,0.190618,0.5,0.75,0.25,2.67759,0.881954,0.438028
0.0204416,0.23998,0.5,0.75,0.25,2.45071,0.844267,0.369712
0.0204416,0.277834,0.5,0.75,0.25,2.26272,0.706954,0.35586
0.0204416,0.32,0.5,0.75,0.25,2.22419,0.639008,0.361089
0.0204416,0.162234,0.5,0.75,0.25,2.83617,0.988379,0.446479
0.0204416,0.125752,0.5,0.75,0.25,3.089,1.13783,0.491664
0.0241855,0.001,0.5,0.75,0.25,4.71577,2.48102,0.314555
0.0241855,0.00132752,0.5,0.75,0.25,4.8163,2.45337,0.290344
0.0204416,0.258387,0.5,0.75,0.25,2.40304,0.731396,0.375465
0.0204416,0.206132,0.5,0.75,0.25,2.705,0.866424,0.380808
0.0241855,0.00172959,0.5,0.75,0.25,4.74144,2.42303,0.261673
0.0241855,0.00221673,0.5,0.75,0.25,4.65168,2.37969,0.248104
0.0241855,0.00280018,0.5,0.75,0.25,4.71804,2.29446,0.266626
0.0204416,0.222573,0.5,0.75,0.25,2.57915,0.808737,0.392215
0.0204416,0.298359,0.5,0.75,0.25,2.19297,0.668892,0.381061
0.0241855,0.00634605,0.5,0.75,0.25,4.44534,2.01301,0.248917
0.0241855,0.00525113,0.5,0.75,0.25,4.52527,2.10939,0.268073
0.0241855,0.00430441,0.5,0.75,0.25,4.57862,2.18136,0.233817
0.0241855,0.00349187,0.5,0.75,0.25,4.54283,2.27491,0.250042
0.0241855,0.0223524,0.5,0.75,0.25,4.06863,1.53054,0.224748
0.0241855,0.0194837,0.5,0.75,0.25,3.98021,1.61145,0.228943
0.0241855,0.0290279,0.5,0.75,0.25,3.65423,1.45485,0.213331
0.0241855,0.00904004,0.5,0.75,0.25,4.22775,1.91994,0.298648
0.0241855,0.0370974,0.5,0.75,0.25,3.64849,1.3218,0.212546
0.0241855,0.0467429,0.5,0.75,0.25,3.54836,1.21327,0.179958
0.0241855,0.0522165,0.5,0.75,0.25,3.40358,1.1156,0.194231
0.0241855,0.0125124,0.5,0.75,0.25,4.30278,1.90771,0.213221
0.0241855,0.00760388,0.5,0.75,0.25,4.42667,1.98272,0.276709
0.0241855,0.014583,0.5,0.75,0.25,4.11343,1.78387,0.228267
0.0241855,0.064591,0.5,0.75,0.25,3.20674,0.953697,0.198334
0.0241855,0.0169004,0.5,0.75,0.25,3.97478,1.73562,0.303649
0.0241855,0.0581572,0.5,0.75,0.25,3.32226,1.06774,0.189678
0.0241855,0.0106706,0.5,0.75,0.25,4.40128,1.9359,0.217205
0.0241855,0.0417114,0.5,0.75,0.25,3.61408,1.29331,0.196793
0.0241855,0.0871198,0.5,0.75,0.25,2.94704,0.922155,0.160389
0.0241855,0.0255268,0.5,0.75,0.25,3.89597,1.46428,0.180099
0.0241855,0.0957984,0.5,0.75,0.25,3.02352,0.886192,0.14467
0.0241855,0.125752,0.5,0.75,0.25,2.75296,0.708851,0.140295
0.0241855,0.137144,0.5,0.75,0.25,2.67702,0.719553,0.134449
0.0241855,0.0328773,0.5,0.75,0.25,3.6931,1.37762,0.205502
0.0241855,0.149294,0.5,0.75,0.25,2.57983,0.654432,0.150107
0.0241855,0.222573,0.5,0.75,0.25,2.1522,0.547231,0.107875
0.0241855,0.0715445,0.5,0.75,0.25,3.15509,1.01256,0.183378
0.0241855,0.206132,0.5,0.75,0.25,2.24376,0.542656,0.104662
0.0241855,0.190618,0.5,0.75,0.25,2.26124,0.557006,0.132504
0.0241855,0.10511,0.5,0.75,0.25,2.80808,0.860862,0.141277
0.0241855,0.0790447,0.5,0.75,0.25,3.20841,0.949413,0.170122
0.0241855,0.277834,0.5,0.75,0.25,1.96682,0.386335,0.10784
0.0241855,0.115084,0.5,0.75,0.25,2.72311,0.860847,0.131841
0.0241855,0.258387,0.5,0.75,0.25,2.0815,0.429317,0.127979
0.0241855,0.162234,0.5,0.75,0.25,2.45195,0.646813,0.135078
0.0241855,0.298359,0.5,0.75,0.25,1.95277,0.330717,0.117201
0.0241855,0.175997,0.5,0.75,0.25,2.39675,0.599187,0.120429
0.0241855,0.23998,0.5,0.75,0.25,2.2298,0.525169,0.122554
0.0283606,0.001,0.5,0.75,0.25,4.07754,1.6228,-0.0225289
0.0283606,0.00172959,0.5,0.75,0.25,4.00959,1.55258,-0.0353279
0.0283606,0.00132752,0.5,0.75,0.25,3.98403,1.57172,-0.0174261
0.0283606,0.00634605,0.5,0.75,0.25,3.73999,1.36341,0.00611417
0.0283606,0.00430441,0.5,0.75,0.25,3.82728,1.45037,-0.0266032
0.0241855,0.32,0.5,0.75,0.25,1.82269,0.301723,0.11693
0.0283606,0.00349187,0.5,0.75,0.25,3.79311,1.44369,-0.0273029
0.0283606,0.0106706,0.5,0.75,0.25,3.60258,1.27708,-0.0395919
0.0283606,0.014583,0.5,0.75,0.25,3.55534,1.1513,-0.0426343
0.0283606,0.0194837,0.5,0.75,0.25,3.45802,1.05531,-0.0225393
0.0283606,0.00221673,0.5,0.75,0.25,3.9657,1.53427,-0.0145531
0.0283606,0.0169004,0.5,0.75,0.25,3.36568,1.09484,-0.0343583
0.0283606,0.0255268,0.5,0.75,0.25,3.3432,0.916619,-0.0147974
0.0283606,0.00525113,0.5,0.75,0.25,3.89375,1.43868,-0.0285521
0.0283606,0.00280018,0.5,0.75,0.25,3.97848,1.52978,-0.0325637
0.0283606,0.00904004,0.5,0.75,0.25,3.66622,1.28324,-0.0302088
0.0283606,0.0370974,0.5,0.75,0.25,3.01059,0.840097,-0.0208313
0.0283606,0.0290279,0.5,0.75,0.25,3.19682,0.901266,-0.0232265
0.0283606,0.0417114,0.5,0.75,0.25,2.98905,0.750944,-0.0169203
0.0283606,0.00760388,0.5,0.75,0.25,3.91986,1.27275,-0.0191627
0.0283606,0.0328773,0.5,0.75,0.25,3.17523,0.89173,-0.0310843
0.0283606,0.0715445,0.5,0.75,0.25,2.63593,0.601945,-0.0185859
0.0283606,0.0581572,0.5,0.75,0.25,2.75913,0.707056,-0.0237913
0.0283606,0.0467429,0.5,0.75,0.25,2.92021,0.764232,-0.0431516
0.0283606,0.115084,0.5,0.75,0.25,2.3553,0.43098,-0.0128414
0.0283606,0.137144,0.5,0.75,0.25,2.24698,0.344449,-0.0129551
0.0283606,0.125752,0.5,0.75,0.25,2.29656,0.382865,-0.0243831
0.0283606,0.0223524,0.5,0.75,0.25,3.37076,1.02374,-0.0334909
0.0283606,0.0871198,0.5,0.75,0.25,2.56343,0.588382,-0.0182634
0.0283606,0.162234,0.5,0.75,0.25,2.11285,0.286933,-0.0097494
0.0283606,0.149294,0.5,0.75,0.25,2.09571,0.312814,-0.0102633
0.0283606,0.0125124,0.5,0.75,0.25,3.60978,1.18708,-0.037947
0.0283606,0.0957984,0.5,0.75,0.25,2.3962,0.528315,-0.0263746
0.0283606,0.10511,0.5,0.75,0.25,2.47939,0.494441,-0.0318801
0.0283606,0.206132,0.5,0.75,0.25,1.91563,0.186306,-0.0122923
0.0283606,0.222573,0.5,0.75,0.25,1.95494,0.118388,-0.00436056
0.0283606,0.298359,0.5,0.75,0.25,1.55231,0.0756788,0.0144636
0.0283606,0.0522165,0.5,0.75,0.25,2.7916,0.687213,-0.0181554
0.0329906,0.00221673,0.5,0.75,0.25,3.1718,0.855992,-0.0566364
0.0283606,0.277834,0.5,0.75,0.25,1.6002,0.0915086,0.0179765
0.0283606,0.23998,0.5,0.75,0.25,1.67038,0.116307,0.00168059
0.0283606,0.175997,0.5,0.75,0.25,2.04964,0.211574,-0.00839698
0.0283606,0.258387,0.5,0.75,0.25,1.66564,0.106196,0.00542358
0.0283606,0.0790447,0.5,0.75,0.25,2.49379,0.572605,-0.0223701
0.0283606,0.32,0.5,0.75,0.25,1.42362,0.0516414,0.0166352
0.0283606,0.190618,0.5,0.75,0.25,1.92128,0.188688,-0.00383942
0.0283606,0.064591,0.5,0.75,0.25,2.70452,0.606289,-0.0241583
0.0329906,0.00172959,0.5,0.75,0.25,3.17596,0.862735,-0.0569292
0.0329906,0.00280018,0.5,0.75,0.25,3.14359,0.828484,-0.0547119
0.0329906,0.00525113,0.5,0.75,0.25,3.10719,0.807088,-0.0636506
0.0329906,0.00132752,0.5,0.75,0.25,3.23434,0.854507,-0.0541381
0.0329906,0.00904004,0.5,0.75,0.25,2.75785,0.674452,-0.0540477
0.0329906,0.0125124,0.5,0.75,0.25,2.63438,0.60737,-0.0465144
0.0329906,0.0106706,0.5,0.75,0.25,2.72547,0.66725,-0.0428129
0.0329906,0.00634605,0.5,0.75,0.25,2.9731,0.712274,-0.0517756
0.0329906,0.0194837,0.5,0.75,0.25,2.45629,0.484453,-0.0334838
0.0329906,0.00430441,0.5,0.75,0.25,2.85984,0.766503,-0.0500496
0.0329906,0.0223524,0.5,0.75,0.25,2.4348,0.499401,-0.0444482
0.0329906,0.001,0.5,0.75,0.25,3.21051,0.826101,-0.0492379
0.0329906,0.00760388,0.5,0.75,0.25,2.6514,0.712577,-0.0465545
0.0329906,0.0370974,0.5,0.75,0.25,2.26102,0.30885,-0.0533732
0.0329906,0.0169004,0.5,0.75,0.25,2.54321,0.524006,-0.0384595
0.0329906,0.0290279,0.5,0.75,0.25,2.38266,0.312886,-0.0488753
0.0329906,0.00349187,0.5,0.75,0.25,2.88182,0.760882,-0.0457074
0.0329906,0.0581572,0.5,0.75,0.25,2.00762,0.162451,-0.0481346
0.0329906,0.0467429,0.5,0.75,0.25,2.19049,0.221668,-0.0557627
0.0329906,0.0715445,0.5,0.75,0.25,1.99083,0.148196,-0.0438058
0.0329906,0.0328773,0.5,0.75,0.25,2.31926,0.278811,-0.07022
0.0329906,0.0417114,0.5,0.75,0.25,2.28452,0.266144,-0.0615
0.0329906,0.014583,0.5,0.75,0.25,2.56863,0.482478,-0.0520676
0.0329906,0.137144,0.5,0.75,0.25,1.53439,-0.00305817,-0.0239732
0.0329906,0.064591,0.5,0.75,0.25,1.97725,0.155853,-0.0471895
0.0329906,0.149294,0.5,0.75,0.25,1.5226,-0.0195044,-0.0208151
0.0329906,0.0790447,0.5,0.75,0.25,1.93633,0.120932,-0.0437682
0.0329906,0.0255268,0.5,0.75,0.25,2.43511,0.353454,-0.0499763
0.0329906,0.162234,0.5,0.75,0.25,1.49744,0.00060435,-0.0240027
0.0329906,0.0871198,0.5,0.75,0.25,1.89735,0.10972,-0.0390409
0.0329906,0.115084,0.5,0.75,0.25,1.63908,0.0260073,-0.0285505
0.0329906,0.222573,0.5,0.75,0.25,1.33316,-0.0342901,-0.0181508
0.0329906,0.206132,0.5,0.75,0.25,1.39194,-0.0364617,-0.0185264
0.0329906,0.190618,0.5,0.75,0.25,1.34015,-0.0365937,-0.0175712
0.0329906,0.10511,0.5,0.75,0.25,1.82558,0.053257,-0.0336348
0.0329906,0.23998,0.5,0.75,0.25,1.20676,-0.0363347,-0.0140129
0.0329906,0.0522165,0.5,0.75,0.25,2.03336,0.231184,-0.0521561
0.0329906,0.258387,0.5,0.75,0.25,1.21655,-0.0501897,-0.0142082
0.0329906,0.175997,0.5,0.75,0.25,1.43563,-0.0154578,-0.0217261
0.0329906,0.298359,0.5,0.75,0.25,1.04162,-0.0371756,-0.0119773
0.0329906,0.0957984,0.5,0.75,0.25,1.8104,0.100052,-0.0377071
0.0380989,0.00132752,0.5,0.75,0.25,2.13763,0.240463,-0.054875
0.0329906,0.125752,0.5,0.75,0.25,1.69245,0.0209037,-0.0288108
0.0380989,0.00172959,0.5,0.75,0.25,2.11058,0.198561,-0.0492315
0.0329906,0.277834,0.5,0.75,0.25,1.14102,-0.0375592,-0.0135377
0.0380989,0.00349187,0.5,0.75,0.25,2.04922,0.17927,-0.0504798
0.0380989,0.00221673,0.5,0.75,0.25,2.0681,0.182028,-0.047805
0.0380989,0.001,0.5,0.75,0.25,2.05664,0.246117,-0.0512759
0.0380989,0.00525113,0.5,0.75,0.25,1.99842,0.184324,-0.0527309
0.0380989,0.00760388,0.5,0.75,0.25,2.02366,0.124212,-0.0467899
0.0380989,0.00430441,0.5,0.75,0.25,2.1105,0.192573,-0.0527164
0.0380989,0.0125124,0.5,0.75,0.25,1.93389,0.101605,-0.0453626
0.0329906,0.32,0.5,0.75,0.25,1.08532,-0.0403151,-0.0130219
0.0380989,0.0106706,0.5,0.75,0.25,1.89196,0.114615,-0.0448726
0.0380989,0.0223524,0.5,0.75,0.25,1.82401,0.0604261,-0.0414899
0.0380989,0.0370974,0.5,0.75,0.25,1.53764,0.0358587,-0.0330875
0.0380989,0.0417114,0.5,0.75,0.25,1.55676,0.0227521,-0.0267914
0.0380989,0.0328773,0.5,0.75,0.25,1.59623,0.0668457,-0.0361272
0.0380989,0.00634605,0.5,0.75,0.25,1.98625,0.169604,-0.0501899
0.0380989,0.00280018,0.5,0.75,0.25,2.14145,0.183835,-0.050787
0.0380989,0.014583,0.5,0.75,0.25,1.78991,0.0856881,-0.0409331
0.0380989,0.064591,0.5,0.75,0.25,1.37439,-0.0126047,-0.0208053
0.0380989,0.0522165,0.5,0.75,0.25,1.39572,-0.00332537,-0.0218619
0.0380989,0.0790447,0.5,0.75,0.25,1.29705,-0.0182814,-0.0199038
0.0380989,0.00904004,0.5,0.75,0.25,1.89979,0.132171,-0.0441998
0.0380989,0.0290279,0.5,0.75,0.25,1.66318,0.0571882,-0.0359726
0.0380989,0.0169004,0.5,0.75,0.25,1.81355,0.075522,-0.0422046
0.0380989,0.0255268,0.5,0.75,0.25,1.61169,0.070786,-0.0381639
0.0380989,0.0957984,0.5,0.75,0.25,1.1957,-0.0165045,-0.0188505
0.0380989,0.0467429,0.5,0.75,0.25,1.50774,0.005435,-0.0257838
0.0380989,0.0194837,0.5,0.75,0.25,1.8314,0.0744746,-0.0426683
0.0380989,0.0715445,0.5,0.75,0.25,1.24306,-0.00753652,-0.0183811
0.0380989,0.115084,0.5,0.75,0.25,1.11664,-0.032565,-0.0155851
0.0380989,0.137144,0.5,0.75,0.25,1.07045,-0.0328041,-0.0156665
0.0380989,0.0581572,0.5,0.75,0.25,1.38525,0.00730928,-0.0229697
0.0380989,0.0871198,0.5,0.75,0.25,1.16968,-0.0100095,-0.0180741
0.0380989,0.10511,0.5,0.75,0.25,1.17908,-0.0197655,-0.0176293
0.0380989,0.149294,0.5,0.75,0.25,1.01189,-0.0310951,-0.0155444
0.0380989,0.206132,0.5,0.75,0.25,0.903141,-0.03721,-0.0123278
0.0380989,0.125752,0.5,0.75,0.25,0.983447,-0.0280418,-0.013746
0.0380989,0.190618,0.5,0.75,0.25,0.913085,-0.037474,-0.0127677
0.0380989,0.175997,0.5,0.75,0.25,0.920958,-0.0342544,-0.0127765
0.0380989,0.222573,0.5,0.75,0.25,0.878292,-0.0367451,-0.0125123
0.0380989,0.298359,0.5,0.75,0.25,0.675981,-0.0328528,-0.00917781
